course_id,course_url,user_name,user_url,score,content
85,http://www.icourse163.org/course/JXLGDX-1206619823,李晓帅mooc,www.icourse163.org/home.htm?userId=1389051634,5,不错真的好
90,http://www.icourse163.org/course/SDU-447002,茗mooc89,www.icourse163.org/home.htm?userId=1148289950,5,纯粹是老师的个人魅力吸引了我继续学习的兴趣~
90,http://www.icourse163.org/course/SDU-447002,不学无墅_,www.icourse163.org/home.htm?userId=1148736101,5,老王讲的非常好，让我知道了很多关于设计的理论知识。这些知识对于我i们学设计的学生非常重要，因为没有设计是要有文化和创新的，没有文化和创新的设计是没有没用的
90,http://www.icourse163.org/course/SDU-447002,mooc1456803847873,www.icourse163.org/home.htm?userId=1015120287,5,很有创造性的一门学科，功课看似挑战，但真的做起来其实都可以完成的，很开心！
90,http://www.icourse163.org/course/SDU-447002,我是吹雪,www.icourse163.org/home.htm?userId=1014868128,5,这是我听的最认真的一次课，很久之前有过别的课程，听了几次就没意思了，老王的课让我听了还想听，从古到今，中外贯通，生怕错过每一句，喝水的功夫都要暂停一下，没有办法及时跟上课程交作业是我的遗憾，作为一个宝妈，有一个男人这么吸引我，我老公可能要吃醋了(≧∇≦)ﾉ
90,http://www.icourse163.org/course/SDU-447002,18产品2陆永康,www.icourse163.org/home.htm?userId=1147975869,5,老师很有趣！！！
90,http://www.icourse163.org/course/SDU-447002,mooc1536562758771,www.icourse163.org/home.htm?userId=1145286335,5,老师的手部动作太多，一直在动，一直在动。注意力都在他手上
90,http://www.icourse163.org/course/SDU-447002,BigRONGmooc,www.icourse163.org/home.htm?userId=1145930728,5,懂得号很多关于设计的知识 受益匪浅
90,http://www.icourse163.org/course/SDU-447002,mooc4895350489407769,www.icourse163.org/home.htm?userId=1404008230,5,老师讲很生动
90,http://www.icourse163.org/course/SDU-447002,路岩君,www.icourse163.org/home.htm?userId=1397672385,5,内容充实，老师讲的很生动
90,http://www.icourse163.org/course/SDU-447002,夜下寒0,www.icourse163.org/home.htm?userId=1404502669,4,让我感受到了设计的力量
90,http://www.icourse163.org/course/SDU-447002,mooc9588692298007837,www.icourse163.org/home.htm?userId=1408503483,5,概括性很好，人物、产品和风格都具有明显的典型性
90,http://www.icourse163.org/course/SDU-447002,嘉院南湖-苏加磊,www.icourse163.org/home.htm?userId=1386270968,5,工业设计史
90,http://www.icourse163.org/course/SDU-447002,产品1802-盛昱波,www.icourse163.org/home.htm?userId=1408306697,4,内容有趣，讨论丰富
90,http://www.icourse163.org/course/SDU-447002,1801梅文慧,www.icourse163.org/home.htm?userId=1408263068,5,老师讲的内容很让人受益，对我们传达的知识内容也很清楚，我也特别喜欢老师的讲课方式
90,http://www.icourse163.org/course/SDU-447002,产品设计1802-张晨雨,www.icourse163.org/home.htm?userId=1408307649,5,挺好的，感觉对于设计的认知更加深入了
90,http://www.icourse163.org/course/SDU-447002,产品1802晏嘉辰,www.icourse163.org/home.htm?userId=1408313124,5,感觉还是可以的
90,http://www.icourse163.org/course/SDU-447002,天色渐暗mooc,www.icourse163.org/home.htm?userId=1404714669,5,讲课很易懂，课时安排也挺合理
90,http://www.icourse163.org/course/SDU-447002,柔柔殿下,www.icourse163.org/home.htm?userId=1404530999,5,不错不错不错不错
90,http://www.icourse163.org/course/SDU-447002,孤栖与谁邻,www.icourse163.org/home.htm?userId=1392316804,5,让我更深入的了解到设计。并对其有了最初的一点个人感受和见解，也坚定了之后的学习方向。
90,http://www.icourse163.org/course/SDU-447002,gxyjh,www.icourse163.org/home.htm?userId=1404517692,4,很不错哦，我收获很大
90,http://www.icourse163.org/course/SDU-447002,梦马呐,www.icourse163.org/home.htm?userId=1388087679,5,老师讲的非常有趣！
90,http://www.icourse163.org/course/SDU-447002,易千千,www.icourse163.org/home.htm?userId=1147710692,5,！！！！！
90,http://www.icourse163.org/course/SDU-447002,LIMENGHAO,www.icourse163.org/home.htm?userId=1405443424,5,收益匪浅哦
90,http://www.icourse163.org/course/SDU-447002,华哥st168,www.icourse163.org/home.htm?userId=9711696,5,非常好的课程，深入浅出，通俗易懂！！
90,http://www.icourse163.org/course/SDU-447002,史迪琪琪琪,www.icourse163.org/home.htm?userId=1395553707,5,这个老师讲的太好了哈哈 一直追他的各种课 老师很厉害～学习
90,http://www.icourse163.org/course/SDU-447002,冯艳372526197712012324,www.icourse163.org/home.htm?userId=1404530776,5,学习的好地方。
90,http://www.icourse163.org/course/SDU-447002,无语10086,www.icourse163.org/home.htm?userId=1147329154,4,好，激发了我的创新意识。
90,http://www.icourse163.org/course/SDU-447002,三天k125578605492931627,www.icourse163.org/home.htm?userId=1404527879,5,可以的，看完之后思路很开阔
90,http://www.icourse163.org/course/SDU-447002,姚付龙桑阿镇小学,www.icourse163.org/home.htm?userId=1404555112,5,真是相见恨晚
90,http://www.icourse163.org/course/SDU-447002,桑阿镇王华,www.icourse163.org/home.htm?userId=1404523764,5,受益匪浅，提高了审美
90,http://www.icourse163.org/course/SDU-447002,冠县桑阿镇中心小学黄玲,www.icourse163.org/home.htm?userId=1404512740,5,知识增长不少
90,http://www.icourse163.org/course/SDU-447002,Pablito,www.icourse163.org/home.htm?userId=1404489542,5,讲的真的不错i
90,http://www.icourse163.org/course/SDU-447002,守心12138,www.icourse163.org/home.htm?userId=1386205097,5,内容有趣丰富，上课生动形象。
90,http://www.icourse163.org/course/SDU-447002,不忘RY,www.icourse163.org/home.htm?userId=1403204426,5,22号几点开课？
90,http://www.icourse163.org/course/SDU-447002,abc2863928340163com,www.icourse163.org/home.htm?userId=1396301700,4,用心 可以感受到
90,http://www.icourse163.org/course/SDU-447002,李兰迪_,www.icourse163.org/home.htm?userId=1388843497,5,老王的课非常非常好，希望所有设计学专业的同学课余都能多听几遍，受益良多
90,http://www.icourse163.org/course/SDU-447002,二月长安mooc2,www.icourse163.org/home.htm?userId=1384666206,5,平易近人，启发人思考
90,http://www.icourse163.org/course/SDU-447002,mooc1451736127154,www.icourse163.org/home.htm?userId=12954624,5,我想从几个方面说下我的认识，首先王老师讲的课程富有时代气息，创新就是要人们脑洞大开，王老师从设计专业角度给我们诠释了创新的理念。再者王老师是位好老师，能让我这离开学校十几年的人感受到老师对学生言传身教的力量，真是好老师，国家如果有很多这样的老师，何愁将来不富强昌盛。第三是老师的讲课很吸引人，而不是越听越瞌睡，老师的讲课不光从专业角度引导学生学习设计，更能深入到哲学层面，引导学生心灵上获得启迪。谢谢，非常感谢。
90,http://www.icourse163.org/course/SDU-447002,mooc_java,www.icourse163.org/home.htm?userId=1145267970,5,醍醐灌顶！
90,http://www.icourse163.org/course/SDU-447002,lowkeymooc17,www.icourse163.org/home.htm?userId=1028514772,5,对设计有了更擅长的理解
90,http://www.icourse163.org/course/SDU-447002,刘保艳,www.icourse163.org/home.htm?userId=1148057433,5,很喜欢。非常好
90,http://www.icourse163.org/course/SDU-447002,mooc46458033928697152,www.icourse163.org/home.htm?userId=1150565847,5,非常感谢老师这么久的辛苦讲课，收获很大
90,http://www.icourse163.org/course/SDU-447002,姚楠20181108107,www.icourse163.org/home.htm?userId=1147967518,5,内容不错，有新意
90,http://www.icourse163.org/course/SDU-447002,河师大李红慧,www.icourse163.org/home.htm?userId=1031606119,5,真的很不错，老师讲的特别好！！！
90,http://www.icourse163.org/course/SDU-447002,joycemooc379,www.icourse163.org/home.htm?userId=1150531005,5,蛮好的 ，就是希望多些生活中的设计，以及这些拿奖的设计师怎么参加比赛和取得成就的，现在我们的课堂上怎么能够参加设计者们课程并且还能够有个自己制作的进行了解和参与呢，这样的有关设计app，似乎不少设计师都着手研发呢，可否有意思的进行筛选和讲解下。就我所知道的plotaverse 就可以，像全民k歌一般，人人都可以参与。这样会不会很好呢》？
90,http://www.icourse163.org/course/SDU-447002,mooc69976955233880173,www.icourse163.org/home.htm?userId=1150438402,5,让我学会生活，学会从生活中发现问题
90,http://www.icourse163.org/course/SDU-447002,吴山点点不愁,www.icourse163.org/home.htm?userId=10932356,5,第二次报本课，不为学分。
90,http://www.icourse163.org/course/SDU-447002,20181108223,www.icourse163.org/home.htm?userId=1148672187,5,好好好好好
90,http://www.icourse163.org/course/SDU-447002,沐木黎歌,www.icourse163.org/home.htm?userId=1146821977,4,有帮助到我如何有更好的设计思维。
90,http://www.icourse163.org/course/SDU-447002,巍巍963,www.icourse163.org/home.htm?userId=1144715030,5,王老师的课很有趣味性，很喜欢
90,http://www.icourse163.org/course/SDU-447002,董皖玉,www.icourse163.org/home.htm?userId=1147948856,5,老师讲的非常细致，带领我们一步步走进生活走进设计
90,http://www.icourse163.org/course/SDU-447002,m15056013383,www.icourse163.org/home.htm?userId=1021561859,5,王老师教学幽默，内容精益求精，经历经验丰富，他能把死的知识讲的活生生的：）便于理解和记忆。
90,http://www.icourse163.org/course/SDU-447002,20181108102,www.icourse163.org/home.htm?userId=1148663962,5,讲的挺细的。
90,http://www.icourse163.org/course/SDU-447002,seu-刘光鹏,www.icourse163.org/home.htm?userId=1030114098,5,老王讲的课还是很生动形象的，
90,http://www.icourse163.org/course/SDU-447002,20181108118,www.icourse163.org/home.htm?userId=1148660912,4,感觉挺好的
90,http://www.icourse163.org/course/SDU-447002,有只燕,www.icourse163.org/home.htm?userId=1140493823,5,老师讲的特别好！有趣有趣很有趣
90,http://www.icourse163.org/course/SDU-447002,mooc1532488629771,www.icourse163.org/home.htm?userId=1143242763,5,感觉很棒，非常喜欢。
90,http://www.icourse163.org/course/SDU-447002,20181108116,www.icourse163.org/home.htm?userId=1147902927,5,很，好好好好好
90,http://www.icourse163.org/course/SDU-447002,20181108216任香月,www.icourse163.org/home.htm?userId=1148280648,5,我觉得王老师说的非常棒
90,http://www.icourse163.org/course/SDU-447002,刘淑贤20181108111,www.icourse163.org/home.htm?userId=1147992485,5,感觉以前知道的东西都很肤浅，从设计的角度一分析，就很清楚了，感觉学到了很多。
90,http://www.icourse163.org/course/SDU-447002,李珺20181108109,www.icourse163.org/home.htm?userId=1147874140,5, 方便快捷，并且课程质量高
90,http://www.icourse163.org/course/SDU-447002,徐浩然20181108121,www.icourse163.org/home.htm?userId=1148018232,5,努力学习。。
90,http://www.icourse163.org/course/SDU-447002,冰封寒冬彡,www.icourse163.org/home.htm?userId=1146033905,5,棒！强烈推荐
90,http://www.icourse163.org/course/SDU-447002,哇咔咔mooc202,www.icourse163.org/home.htm?userId=1149609579,5,有一定启发
90,http://www.icourse163.org/course/SDU-447002,汤圆 ,www.icourse163.org/home.htm?userId=1141103777,5,嗯呢很有启发性
90,http://www.icourse163.org/course/SDU-447002,刘昳苇同学会考研成功的,www.icourse163.org/home.htm?userId=1014086079,5,值得学习这门课程
90,http://www.icourse163.org/course/SDU-447002,产品1余安琪,www.icourse163.org/home.htm?userId=1147399709,5,很好非常好
90,http://www.icourse163.org/course/SDU-447002,小亦_er,www.icourse163.org/home.htm?userId=1135872093,5,很不错，感觉艺术的氛围满满的~~很喜欢老师的授课风格，希望自己之后能够在设计方面有些想法
90,http://www.icourse163.org/course/SDU-447002,20181108115,www.icourse163.org/home.htm?userId=1148663680,5,老师的授课很新颖讲的很生动，非常容易被其吸引，不知不觉就看完了。推荐给周围的人大家都很喜欢，同时大家老师一起讨论非常融洽对设计又多了一份喜爱，也更了解设计了，大家的讨论都很独特能学到很多希望大家多多交流。
90,http://www.icourse163.org/course/SDU-447002,北林171401502,www.icourse163.org/home.htm?userId=1148437908,5,轻松的学习氛围，丰富的知识拓展
90,http://www.icourse163.org/course/SDU-447002,糖豆嘎嘣脆,www.icourse163.org/home.htm?userId=3261151,5,不错的，启发式的讲课，不枯燥，会有好多例子，生动形象
90,http://www.icourse163.org/course/SDU-447002,朱红汀18产1,www.icourse163.org/home.htm?userId=1147907352,5,告诉了我什么是产品设计，以及某些产品的历史、发展、变革、内涵。
90,http://www.icourse163.org/course/SDU-447002,洛北辰西,www.icourse163.org/home.htm?userId=1148680941,5,很喜欢老师的授课方式。内容也比较有趣
90,http://www.icourse163.org/course/SDU-447002,mooc44802032953900207,www.icourse163.org/home.htm?userId=1149653118,5,深入浅出，案例丰富！
90,http://www.icourse163.org/course/SDU-447002,雪小纸清心寡欲,www.icourse163.org/home.htm?userId=12769737,5,本来以为设计是很难的东西，学习了这门课发现原来设计就在我们身边，重点是要多动脑子多想多思
90,http://www.icourse163.org/course/SDU-447002,黄丹娜2016085144022,www.icourse163.org/home.htm?userId=1136655567,4,还行吧，没看出太大的特点
90,http://www.icourse163.org/course/SDU-447002,m15702098183163com,www.icourse163.org/home.htm?userId=6433360,5,培养创新思维是这门课的亮点
90,http://www.icourse163.org/course/SDU-447002,施鑫龙,www.icourse163.org/home.htm?userId=1146153631,4,有深度的课程
